,EpochLoss
0,0.477550317134176
1,0.12386201002768107
2,0.10504648834466934
3,0.09461599375520434
4,0.08139943012169429
5,0.07340857599462781
6,0.06812832398074013
7,0.06638089993170329
8,0.06187429066215243
9,0.05840982549956867
