,EpochLoss
0,2.211118976275126
1,2.0109408299128213
2,1.8246225317319233
3,1.7060871322949727
4,1.572216510772705
5,1.4829356869061787
6,1.4108416239420574
7,1.3229211171468098
8,1.2599288026491802
9,1.1821019649505615
