,EpochLoss
0,4.566531419754028
1,4.363255739212036
2,4.178205728530884
3,3.987757921218872
4,3.8023316860198975
5,3.622883439064026
6,3.4702231884002686
7,3.307734966278076
8,3.1714526414871216
9,3.032959461212158
