,EpochLoss
0,6.277830362319946
1,5.4957882563273115
2,4.900788942972819
3,4.67947260538737
4,4.2652482986450195
5,3.8461008866628013
6,3.5514318148295083
7,3.449237028757731
8,3.06785253683726
9,2.832171161969503
